City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Te Anau,NZ,2022-10-13 06:57:05,-45.4167,167.7167,48.47,75,3,3.09
252,Usta Muhammad,PK,2022-10-13 06:57:06,28.1794,68.0445,93.88,14,0,3.69
253,Ewa Beach,US,2022-10-13 06:57:07,21.3156,-158.0072,77.4,91,77,5.08
254,Shreveport,US,2022-10-13 06:52:17,32.5251,-93.7502,75.42,73,100,5.75
255,Novyy Svit,UA,2022-10-13 06:57:07,47.8059,38.0211,54.14,56,100,5.44
256,Rantepao,ID,2022-10-13 06:57:08,-2.9701,119.8978,76.44,86,74,3.02
257,Umba,RU,2022-10-13 06:57:08,66.6871,34.3429,39.78,84,1,11.01
258,Narsaq,GL,2022-10-13 06:57:08,60.9167,-46.05,11.08,69,4,9.33
259,Sao Joao Da Barra,BR,2022-10-13 06:57:09,-21.6403,-41.0511,72.46,85,5,17.45
260,Pangkalanbuun,ID,2022-10-13 06:57:10,-2.6833,111.6167,84.33,75,100,4.05
261,Saraza,PH,2022-10-13 06:57:10,8.7356,117.78,83.26,80,56,13.8
262,Chapais,CA,2022-10-13 06:57:10,49.7834,-74.8492,49.78,87,100,12.37
263,Teguldet,RU,2022-10-13 06:57:11,57.3064,88.1667,38.88,78,99,8.55
264,Morro Bay,US,2022-10-13 06:57:12,35.3658,-120.8499,60.39,90,10,4.0
265,Pitimbu,BR,2022-10-13 06:57:12,-7.4706,-34.8086,73.99,83,35,12.71
266,Mombetsu,JP,2022-10-13 06:57:10,44.3525,143.3525,57.22,72,20,5.75
267,Aksu,CN,2022-10-13 06:57:14,41.1231,80.2644,63.37,20,0,2.86
268,Touros,BR,2022-10-13 06:53:15,-5.1989,-35.4608,74.48,88,50,12.41
269,Berasia,IN,2022-10-13 06:57:14,23.6333,77.4333,84.65,45,25,6.29
270,Puri,IN,2022-10-13 06:57:15,19.8,85.85,90.12,70,24,6.04
271,Olinda,BR,2022-10-13 06:57:15,-8.0089,-34.8553,78.53,73,75,9.22
272,Dali,CN,2022-10-13 06:57:16,25.7,100.1833,73.09,55,69,4.05
273,Yenotayevka,RU,2022-10-13 06:57:16,47.2456,47.0281,55.98,61,3,11.81
274,Qaqortoq,GL,2022-10-13 06:57:17,60.7167,-46.0333,19.2,67,0,9.22
275,Pundaguitan,PH,2022-10-13 06:57:17,6.3711,126.1689,85.66,69,100,9.28
276,Codrington,AU,2022-10-13 06:57:17,-38.2667,141.9667,51.53,95,100,3.44
277,Srednekolymsk,RU,2022-10-13 06:57:18,67.45,153.6833,12.33,94,100,4.18
278,Sibolga,ID,2022-10-13 06:57:18,1.7427,98.7792,82.98,72,100,5.84
279,Portland,US,2022-10-13 06:56:01,45.5234,-122.6762,64.87,75,53,1.99
280,Stillwater,US,2022-10-13 06:58:19,36.1156,-97.0584,58.55,57,0,7.85
281,Risod,IN,2022-10-13 06:58:19,19.9667,76.7833,77.47,80,94,7.45
282,Guozhen,CN,2022-10-13 06:58:20,34.3659,107.359,55.78,90,100,3.13
283,Mandalgovi,MN,2022-10-13 06:58:21,45.7625,106.2708,52.43,27,0,15.26
284,Hashtrud,IR,2022-10-13 06:58:21,37.4779,47.0508,59.04,54,100,8.01
285,Maragheh,IR,2022-10-13 06:58:22,37.3917,46.2398,64.67,45,0,16.11
286,Wattegama,LK,2022-10-13 06:58:22,6.7989,81.4808,85.44,67,81,4.99
287,Mount Gambier,AU,2022-10-13 06:58:23,-37.8333,140.7667,54.54,79,100,8.43
288,Vardo,NO,2022-10-13 06:58:23,70.3705,31.1107,35.58,87,0,13.8
289,Sungairaya,ID,2022-10-13 06:58:24,0.7,108.9,85.48,64,32,10.04
290,Cabedelo,BR,2022-10-13 06:58:24,-6.9811,-34.8339,74.07,83,42,14.34
291,Nizwa,OM,2022-10-13 06:58:16,22.9333,57.5333,89.06,17,3,6.26
292,Spassk-Dalniy,RU,2022-10-13 06:58:25,44.5978,132.8211,59.61,74,100,11.48
293,Minab,IR,2022-10-13 06:58:25,27.1467,57.0801,93.15,24,0,5.73
